,Aktiv,Alles anstrengend,Alter,Andere kritisieren,BRS1,BRS2,BRS3,BRS4,BRS5,BRS6,Berufliche Ausbildung,Berufsgruppe,Desinteresse Politiker,Druck,Entspannt,Erwerbstätigkeit,Familienstand,Faulheit,Geburtsland,Geschlecht,Gesellig,Gruendlich,Hoechster Bildungsabschluss,IE_ext1,IE_ext2,IE_int1,IE_int2,Id,Leben genießen,Nationalitaet,Nervoes,Nervös,Nettoeinkommen Haushalt,Nettoeinkommen Selbst,Optimismus,Optimismus Zukunft,Pessimismus,Phantasievoll,Resilienz,Schlechter Schlaf,Schulabschluss,Verärgert,Wach,Wahlabsicht,Wahlteilnahme,Zufriedenheit Leben,Zufriedenheit Wahlergebnis,Zurueckhaltend,label,leicht Vertrauen,wenig kuenstlerisches Interesse,woechentlicheArbeitszeit,Ängstlich
397,3.0,2.0,22.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.5,4.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,GBS-32537,3.0,1.0,5.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,1,3.0,4.0,5,4.0
438,3.0,2.0,29.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,GBS-32579,3.0,1.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1,3.0,4.0,3,4.0
992,3.0,3.0,43.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.5,2.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,GBS-32719,2.0,1.0,2.0,2.0,3.0,1.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1,4.0,1.0,5,3.0
982,3.0,2.0,57.0,2.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,4.0,4.0,GBS-32725,3.0,1.0,2.0,3.0,3.0,2.0,7.0,5.0,1.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,1,5.0,3.0,5,4.0
191,4.0,2.0,42.0,4.0,4.0,1.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,GBS-32766,3.0,1.0,4.0,4.0,2.0,2.0,7.0,5.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,1,4.0,5.0,3,4.0
250,3.0,2.0,46.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.5,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,GBS-32786,3.0,1.0,2.0,4.0,4.0,3.0,6.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1,4.0,2.0,3,4.0
352,3.0,2.0,24.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,8.0,3.0,3.5,4.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,GBS-32873,3.0,0.0,1.0,4.0,0.0,0.0,6.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,1,3.0,4.0,2,4.0
921,3.0,2.0,21.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,8.0,8.0,3.5,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,5.0,5.0,GBS-32911,3.0,1.0,4.0,3.0,0.0,2.0,6.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,1,4.0,1.0,1,3.0
834,3.0,2.0,27.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,GBS-33080,2.0,1.0,2.0,3.0,3.0,1.0,6.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1,4.0,2.0,4,4.0
892,3.0,2.0,23.0,3.0,4.0,1.0,4.0,2.0,5.0,1.0,8.0,8.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,GBS-33177,3.0,1.0,2.0,3.0,0.0,0.0,5.0,5.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,1,4.0,2.0,1,4.0
650,3.0,2.0,26.0,5.0,4.0,1.0,4.0,2.0,5.0,1.0,2.0,3.0,3.5,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,2.0,5.0,5.0,GBS-33564,3.0,1.0,2.0,4.0,3.0,1.0,7.0,5.0,1.0,5.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,1,4.0,2.0,5,4.0
270,3.0,2.0,58.0,4.0,5.0,2.0,5.0,2.0,5.0,1.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,5.0,4.0,GBS-33671,2.0,1.0,2.0,2.0,3.0,1.0,6.0,4.0,2.0,5.0,1.0,4.0,5.0,3.0,4.0,1.0,1.0,3.0,4.0,5.0,1,3.0,2.0,5,4.0
996,3.0,2.0,21.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,8.0,3.0,3.5,4.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0,5.0,3.0,3.0,1.0,5.0,4.0,GBS-33740,4.0,1.0,2.0,4.0,0.0,0.0,6.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,1,3.0,1.0,1,4.0
208,2.0,2.0,26.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0,1.0,3.0,3.5,3.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,3.0,5.0,5.0,GBS-33811,3.0,1.0,1.0,4.0,2.0,2.0,6.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1,5.0,4.0,3,4.0
706,2.0,2.0,36.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.5,2.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,5.0,5.0,GBS-33930,2.0,0.0,2.0,3.0,3.0,1.0,6.0,5.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,1,4.0,1.0,2,4.0
139,2.0,3.0,56.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,8.0,3.5,3.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,GBS-33943,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,7.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1,2.0,3.0,3,3.0
505,3.0,2.0,22.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,8.0,3.0,3.5,3.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-34007,3.0,1.0,4.0,4.0,3.0,0.0,6.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,1,4.0,2.0,1,4.0
952,3.0,2.0,39.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,3.5,3.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,GBS-34174,3.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,1,3.0,3.0,5,3.0
573,3.0,2.0,25.0,5.0,5.0,1.0,5.0,2.0,4.0,4.0,2.0,3.0,3.5,3.0,5.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,GBS-34187,3.0,1.0,2.0,4.0,3.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,1,1.0,1.0,5,4.0
255,3.0,2.0,52.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,2.0,3.0,3.5,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,GBS-34219,3.0,1.0,2.0,4.0,3.0,2.0,6.0,5.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,1,4.0,4.0,5,4.0
395,3.0,2.0,48.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,GBS-34264,3.0,1.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1,3.0,2.0,5,4.0
888,2.0,3.0,41.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,3.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,GBS-34425,2.0,0.0,3.0,3.0,4.0,3.0,6.0,4.0,1.0,2.0,2.0,4.0,5.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1,4.0,3.0,3,4.0
713,3.0,2.0,31.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.5,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,GBS-34509,3.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,4.0,5.0,1,2.0,4.0,5,4.0
185,4.0,1.0,34.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,5.0,5.0,GBS-34514,3.0,1.0,2.0,4.0,3.0,2.0,6.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,1,2.0,2.0,5,3.0
332,2.0,2.0,21.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,8.0,8.0,3.5,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,1.0,5.0,5.0,GBS-34516,4.0,1.0,4.0,3.0,0.0,0.0,3.0,2.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,1,2.0,1.0,1,4.0
554,3.0,2.0,30.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.5,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,GBS-34518,3.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1,3.0,1.0,5,3.0
26,2.0,2.0,28.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,5.0,5.0,GBS-34636,3.0,1.0,4.0,4.0,3.0,0.0,6.0,5.0,2.0,5.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,1,4.0,1.0,5,4.0
518,3.0,2.0,25.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,3.0,3.5,3.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,5.0,3.0,2.0,1.0,4.0,5.0,GBS-34669,3.0,1.0,2.0,4.0,0.0,0.0,4.0,3.0,2.0,3.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,1,4.0,5.0,1,4.0
979,3.0,2.0,21.0,2.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,3.5,3.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,5.0,4.0,GBS-34753,4.0,1.0,3.0,4.0,3.0,1.0,6.0,4.0,2.0,5.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,1,4.0,3.0,3,4.0
411,3.0,2.0,29.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,2.0,3.0,5.0,4.0,GBS-34759,3.0,1.0,2.0,3.0,3.0,2.0,6.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,1,2.0,2.0,5,4.0
392,3.0,2.0,42.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,GBS-34866,3.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,1,3.0,2.0,3,4.0
670,3.0,2.0,39.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.5,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,GBS-34889,3.0,1.0,2.0,3.0,3.0,1.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1,4.0,1.0,5,4.0
68,3.0,2.0,27.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,3.0,3.5,3.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,GBS-34902,4.0,1.0,4.0,4.0,0.0,0.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,1,4.0,3.0,1,4.0
146,3.0,2.0,49.0,2.0,4.0,2.0,5.0,1.0,5.0,2.0,5.0,3.0,3.5,4.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-34971,3.0,1.0,2.0,4.0,4.0,4.0,6.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,1,4.0,3.0,4,4.0
958,3.0,2.0,53.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,3.5,4.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,5.0,4.0,GBS-35137,3.0,1.0,4.0,4.0,3.0,2.0,6.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1,4.0,4.0,2,4.0
386,2.0,3.0,60.0,1.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,5.0,5.0,GBS-35139,2.0,1.0,4.0,4.0,3.0,2.0,7.0,5.0,1.0,5.0,5.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,1,5.0,1.0,5,4.0
116,3.0,2.0,49.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,3.5,3.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-35228,3.0,1.0,2.0,4.0,4.0,4.0,6.0,4.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,1,2.0,1.0,4,4.0
861,3.0,2.0,59.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,3.5,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,GBS-35230,3.0,1.0,2.0,4.0,3.0,0.0,7.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,1,2.0,1.0,2,4.0
644,4.0,2.0,51.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,GBS-35255,4.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,4.0,2.0,3.0,1,3.0,2.0,5,4.0
73,4.0,2.0,54.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.5,3.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,4.0,5.0,GBS-35393,4.0,1.0,5.0,3.0,3.0,2.0,7.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,1,4.0,4.0,5,3.0
405,3.0,3.0,32.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.5,3.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,GBS-35794,3.0,1.0,4.0,4.0,2.0,2.0,6.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1,4.0,1.0,3,4.0
82,3.0,2.0,40.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,3.5,4.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,GBS-35800,3.0,1.0,1.0,4.0,4.0,4.0,6.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,1,2.0,2.0,3,4.0
30,3.0,2.0,55.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,8.0,3.5,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,GBS-35839,3.0,1.0,5.0,3.0,1.0,0.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1,4.0,4.0,1,3.0
103,3.0,2.0,52.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.5,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,5.0,4.0,GBS-35943,3.0,1.0,1.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,1,3.0,5.0,5,4.0
127,3.0,2.0,25.0,5.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,3.5,2.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,GBS-35948,3.0,1.0,2.0,3.0,3.0,1.0,5.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0,1,4.0,5.0,5,4.0
449,3.0,2.0,51.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,GBS-35965,4.0,1.0,1.0,4.0,3.0,3.0,7.0,5.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,1,4.0,1.0,3,4.0
586,3.0,2.0,34.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,8.0,3.0,4.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0,5.0,3.0,1.0,3.0,5.0,5.0,GBS-36088,3.0,1.0,1.0,4.0,0.0,0.0,7.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,1,5.0,2.0,1,4.0
0,,,73,,5,4,1,4,4,5,,8,,,,2,,,,2.0,,,,5,4,1,1,,,,,,,,7,,1,,,,2,,,,,,,,0,,,3.0,
1,,,24,,2,4,2,5,2,4,,3.0,,,,1.0,,,,2.0,,,,4.0,4.0,2.0,2.0,,,,,,,,5,,3.0,,,,3.0,,,,,,,,0,,,3.0,
2,,,51,,2,4,4.0,5,1,5,,3,,,,1,,,,1.0,,,,4.0,4,1,2,,,,,,,,2,,6,,,,3,,,,,,,,0,,,4,
3,,,57,,5,3,5,3,5,3,,2,,,,1,,,,1.0,,,,4,5,1,2,,,,,,,,6,,2,,,,5,,,,,,,,0,,,3,
4,,,64,,4,4,4,4,4,4,,1,,,,2,,,,1.0,,,,2,2,3,3,,,,,,,,4,,4,,,,2,,,,,,,,0,,,3.0,
5,,,52,,4,2,4,2,4,2,,8,,,,1,,,,1.0,,,,4,5,2,2,,,,,,,,5,,3,,,,5,,,,,,,,0,,,5,
6,,,28,,2,2,4,1,4,5,,7,,,,2,,,,2.0,,,,4,2,2,1,,,,,,,,3,,4,,,,4,,,,,,,,0,,,3.0,
7,,,26,,2,4,4,4,1,4,,1,,,,1,,,,1.0,,,,2,2,4,3,,,,,,,,4,,4,,,,2,,,,,,,,0,,,4,
8,,,76,,2,4,2,2,2,4,,3,,,,2,,,,2.0,,,,4,4,2,2,,,,,,,,5,,2,,,,2,,,,,,,,0,,,3.0,
9,,,77,,1,5,2,5,1,4,,3,,,,2,,,,1.0,,,,2,3,4,4,,,,,,,,2,,6,,,,3.0,,,,,,,,0,,,3.0,
10,,,40,,2,4,1,4,2,5,,8,,,,1,,,,2.0,,,,5,4,1,2,,,,,,,,4,,3,,,,4,,,,,,,,0,,,4,
11,,,53,,5,2,4,2,4,2,,2,,,,1,,,,2.0,,,,4,4,1,2,,,,,,,,7,,2,,,,5,,,,,,,,0,,,3,
12,,,21,,2,2,4,2,2,4,,3,,,,1,,,,2.0,,,,5,3,1,1,,,,,,,,4,,6,,,,3,,,,,,,,0,,,3,
13,,,36,,5,2,5,2,4,1,,3,,,,1,,,,2.0,,,,3,5,1,1,,,,,,,,6,,1,,,,3,,,,,,,,0,,,4,
14,,,51,,2,4,2,4,2,4,,3,,,,1,,,,2.0,,,,3,3,3,4,,,,,,,,4,,5,,,,3,,,,,,,,0,,,3,
15,,,31,,2,4,2,1,2,1,,3,,,,1,,,,2.0,,,,4,3,2,1,,,,,,,,5,,4,,,,4,,,,,,,,0,,,3,
16,,,31,,5,1,4,2,5,2,,1,,,,1,,,,1.0,,,,3,2,1,1,,,,,,,,6,,3,,,,2,,,,,,,,0,,,3,
17,,,29,,4,5,1,4,3,4,,1,,,,1,,,,1.0,,,,1,2,4,4,,,,,,,,5,,2,,,,2,,,,,,,,0,,,4,
18,,,40,,5,2,5,2,5,2,,1,,,,1,,,,1.0,,,,3,5,1,1,,,,,,,,6,,2,,,,3,,,,,,,,0,,,5,
19,,,43,,5,1,5,2,4,2,,1,,,,1,,,,1.0,,,,5,5,1,1,,,,,,,,6,,2,,,,3,,,,,,,,0,,,4,
20,,,46,,5,2,2,1,4,1,,2,,,,1,,,,1.0,,,,5,5,1,1,,,,,,,,5,,2,,,,3,,,,,,,,0,,,5,
21,,,24,,4,4,4,2,4,2,,3,,,,1,,,,2.0,,,,4,3,2,2,,,,,,,,5,,2,,,,4,,,,,,,,0,,,3,
22,,,70,,5,2.0,2,5,4,5,,1,,,,2,,,,1.0,,,,2,4,2,2,,,,,,,,4,,5,,,,2,,,,,,,,0,,,3.0,
23,,,34,,4,2,2,4,2,4,,3,,,,1,,,,2.0,,,,4,1,1,2,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3,
24,,,65,,2,4,4,5,4,4,,3,,,,2,,,,2.0,,,,4,2,1,1,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3.0,
25,,,78,,2,4,4,4,4,4,,3,,,,2,,,,2.0,,,,3,3,3,2,,,,,,,,6,,2,,,,3,,,,,,,,0,,,3.0,
26,,,55,,2,2,2,4,2,4,,2,,,,1,,,,1.0,,,,3,3,2,2,,,,,,,,6,,1,,,,4,,,,,,,,0,,,5,
27,,,79,,2,4,2,4,2,4,,7,,,,2,,,,2.0,,,,5,4,1,2,,,,,,,,5,,2,,,,4,,,,,,,,0,,,3.0,
28,,,51.0,,5,5,5,4,4,1,,3,,,,1,,,,2.0,,,,4,4,1,3,,,,,,,,7,,6,,,,2,,,,,,,,0,,,1,
29,,,25,,4,4,4,2,4,2.0,,4,,,,1,,,,2.0,,,,4,4,2,2,,,,,,,,6,,3,,,,4,,,,,,,,0,,,3,
30,,,68,,2,2,2,4,2,4,,8,,,,2,,,,2.0,,,,3,1,1,2,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3.0,
31,,,60,,5,2,4,2,4,4,,3,,,,1,,,,2.0,,,,4,4,1,1,,,,,,,,6,,2,,,,2,,,,,,,,0,,,2,
32,,,87,,4,3,3,3,4,2,,3,,,,2,,,,2.0,,,,5,3,1,2,,,,,,,,5,,2,,,,2,,,,,,,,0,,,3.0,
33,,,77,,2,4,4,2,2,4,,8,,,,1.0,,,,2.0,,,,3,4.0,2,2,,,,,,,,3,,5,,,,3,,,,,,,,0,,,3.0,
34,,,69,,4,2,2,1,1,2,,3,,,,2,,,,2.0,,,,4.0,2,3,2.0,,,,,,,,3,,3,,,,3,,,,,,,,0,,,3.0,
35,,,51,,4,1,4,1,2,2,,2,,,,1,,,,2.0,,,,4,4,1,2,,,,,,,,6,,3,,,,3,,,,,,,,0,,,1,
36,,,29,,2,4,2,4,3,4,,8,,,,1,,,,1.0,,,,2,2,4,3,,,,,,,,2,,6,,,,2,,,,,,,,0,,,2,
37,,,46,,2,4,1,4,1,5,,3,,,,1,,,,2.0,,,,4,2,2,2,,,,,,,,5,,4,,,,2,,,,,,,,0,,,1,
38,,,44,,2,4,2,4,2,4,,3,,,,1,,,,2.0,,,,4,3,2,2,,,,,,,,4,,4,,,,4,,,,,,,,0,,,3,
39,,,57,,2,4,1,4,1,5,,3,,,,1,,,,2.0,,,,3,3,2,2,,,,,,,,5.0,,3,,,,2,,,,,,,,0,,,2,
40,,,26,,2,4,2,4,2,4,,3,,,,1,,,,1.0,,,,3,3,2,2,,,,,,,,5,,4,,,,2,,,,,,,,0,,,2,
41,,,76,,2,4,2,4,4,4,,3,,,,2,,,,2.0,,,,5,4,1,2,,,,,,,,4,,3,,,,3,,,,,,,,0,,,3.0,
42,,,57,,4,2,5,2,5,4,,2,,,,2,,,,1.0,,,,4,2,2,2,,,,,,,,7,,2,,,,4,,,,,,,,0,,,3.0,
43,,,75,,2,4,2,4,2,5,,8,,,,2,,,,2.0,,,,4,2,2,2,,,,,,,,3,,4,,,,2,,,,,,,,0,,,3.0,
44,,,46,,5,4,2,4,2,2,,1,,,,1,,,,2.0,,,,4,4,1,1,,,,,,,,5,,3.0,,,,2,,,,,,,,0,,,3,
