,Aktiv,Alles anstrengend,Alter,Andere kritisieren,BRS1,BRS2,BRS3,BRS4,BRS5,BRS6,Berufliche Ausbildung,Berufsgruppe,Desinteresse Politiker,Druck,Entspannt,Erwerbstätigkeit,Familienstand,Faulheit,Geburtsland,Geschlecht,Gesellig,Gruendlich,Hoechster Bildungsabschluss,IE_ext1,IE_ext2,IE_int1,IE_int2,Id,Leben genießen,Nationalitaet,Nervoes,Nervös,Nettoeinkommen Haushalt,Nettoeinkommen Selbst,Optimismus,Optimismus Zukunft,Pessimismus,Phantasievoll,Resilienz,Schlechter Schlaf,Schulabschluss,Verärgert,Wach,Wahlabsicht,Wahlteilnahme,Zufriedenheit Leben,Zufriedenheit Wahlergebnis,Zurueckhaltend,label,leicht Vertrauen,wenig kuenstlerisches Interesse,woechentlicheArbeitszeit,Ängstlich
1006,3.0,4.0,44.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,GBS-23467,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,1,4.0,4.0,5,2.0
258,3.0,2.0,63.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,GBS-23500,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,1,4.0,4.0,5,4.0
212,3.0,2.0,56.0,4.0,5.0,1.0,5.0,3.0,3.0,2.0,1.0,3.0,3.5,3.0,5.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0,GBS-23524,3.0,1.0,2.0,4.0,4.0,2.0,7.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1,3.0,3.0,3,4.0
165,2.0,2.0,24.0,3.0,5.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,GBS-23583,3.0,1.0,3.0,4.0,3.0,1.0,6.0,3.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1,4.0,4.0,5,4.0
937,3.0,3.0,32.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,3.5,4.0,5.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,1.0,3.0,5.0,4.0,GBS-23637,3.0,1.0,5.0,4.0,3.0,1.0,6.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,1,2.0,4.0,5,4.0
470,2.0,2.0,24.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.5,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,4.0,GBS-23639,3.0,1.0,5.0,4.0,3.0,0.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1,4.0,3.0,5,4.0
66,3.0,2.0,25.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,5.0,5.0,GBS-23776,3.0,1.0,2.0,4.0,3.0,1.0,6.0,5.0,2.0,4.0,1.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1,4.0,4.0,5,4.0
864,3.0,2.0,22.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,4.0,5.0,GBS-23829,2.0,1.0,2.0,3.0,3.0,0.0,6.0,4.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1,2.0,2.0,5,4.0
944,4.0,2.0,24.0,3.0,4.0,2.0,5.0,1.0,4.0,2.0,4.0,3.0,3.5,2.0,4.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,GBS-23833,2.0,1.0,2.0,2.0,0.0,1.0,7.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,1,4.0,2.0,3,3.0
696,3.0,2.0,42.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,GBS-23851,3.0,1.0,2.0,3.0,4.0,3.0,7.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1,4.0,4.0,3,4.0
812,3.0,2.0,28.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,5.0,5.0,GBS-23957,3.0,1.0,1.0,4.0,3.0,1.0,5.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,1,5.0,3.0,5,4.0
121,3.0,2.0,24.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,3.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,GBS-23998,3.0,1.0,1.0,4.0,3.0,1.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1,4.0,3.0,5,4.0
800,2.0,3.0,29.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.5,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-24057,3.0,1.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,1,4.0,1.0,5,3.0
264,3.0,2.0,60.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.5,4.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,1.0,2.0,5.0,5.0,GBS-24189,3.0,1.0,2.0,4.0,1.0,1.0,6.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1,4.0,4.0,3,4.0
737,3.0,2.0,71.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.5,4.0,3.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,3.0,GBS-24193,2.0,1.0,3.0,3.0,3.0,0.0,6.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1,4.0,2.0,5,4.0
854,2.0,2.0,46.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,4.0,5.0,GBS-24239,3.0,1.0,3.0,4.0,4.0,3.0,6.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,1,2.0,1.0,4,4.0
897,4.0,2.0,38.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,3.5,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,2.0,2.0,4.0,4.0,GBS-24289,3.0,1.0,2.0,3.0,4.0,3.0,5.0,3.0,2.0,5.0,2.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,1,4.0,2.0,4,4.0
986,3.0,2.0,59.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,3.5,4.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-24301,3.0,1.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,1,4.0,2.0,5,4.0
421,3.0,2.0,37.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,GBS-24302,2.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1,3.0,2.0,3,3.0
999,3.0,2.0,23.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,8.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,5.0,GBS-24312,3.0,1.0,3.0,3.0,0.0,0.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,1,4.0,4.0,1,4.0
535,3.0,2.0,57.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,3.5,3.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,5.0,5.0,GBS-24336,3.0,1.0,2.0,4.0,4.0,4.0,7.0,5.0,1.0,4.0,2.0,4.0,5.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,1,4.0,3.0,3,4.0
9,3.0,2.0,33.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,GBS-24376,3.0,1.0,2.0,3.0,3.0,1.0,5.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1,2.0,2.0,5,3.0
458,3.0,2.0,73.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.5,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,5.0,5.0,GBS-24546,3.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,5.0,5.0,1,2.0,2.0,3,4.0
119,3.0,2.0,38.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,GBS-24574,3.0,1.0,3.0,4.0,3.0,2.0,6.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,1,4.0,5.0,5,4.0
947,3.0,3.0,60.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.5,4.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,GBS-24714,3.0,1.0,2.0,4.0,2.0,2.0,6.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1,4.0,2.0,4,4.0
174,3.0,2.0,49.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.5,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,GBS-24722,3.0,1.0,2.0,4.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,1,4.0,2.0,5,4.0
660,3.0,2.0,38.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,8.0,3.5,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,GBS-24798,3.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1,4.0,2.0,3,3.0
818,3.0,2.0,71.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,4.0,8.0,3.5,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,4.0,5.0,GBS-24907,3.0,1.0,2.0,3.0,4.0,3.0,6.0,5.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,1,2.0,4.0,3,4.0
1004,3.0,2.0,64.0,2.0,5.0,2.0,4.0,4.0,5.0,1.0,2.0,3.0,3.5,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,GBS-24930,3.0,1.0,2.0,4.0,3.0,1.0,6.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1,2.0,1.0,5,4.0
259,3.0,2.0,33.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,GBS-24944,2.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,1,4.0,2.0,3,4.0
648,3.0,2.0,25.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.5,2.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,GBS-24987,3.0,1.0,4.0,2.0,3.0,0.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1,4.0,1.0,5,4.0
183,3.0,2.0,31.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.5,4.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,GBS-25066,3.0,1.0,1.0,4.0,4.0,3.0,6.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,1,3.0,1.0,3,3.0
682,3.0,2.0,73.0,4.0,5.0,2.0,5.0,2.0,4.0,2.0,5.0,8.0,3.5,4.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,5.0,3.0,5.0,3.0,4.0,4.0,GBS-25084,3.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,1,2.0,1.0,1,4.0
350,3.0,2.0,45.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.5,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,GBS-25146,3.0,1.0,4.0,4.0,3.0,3.0,6.0,4.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,1,3.0,2.0,3,4.0
437,3.0,2.0,47.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,5.0,4.0,GBS-25185,3.0,1.0,1.0,4.0,3.0,4.0,6.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,1,4.0,3.0,5,4.0
931,2.0,3.0,28.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.5,2.0,4.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,GBS-25283,1.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0,4.0,3.0,5.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,1,4.0,1.0,5,2.0
563,3.0,2.0,65.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,5.0,4.0,GBS-25324,3.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1,4.0,2.0,1,4.0
178,4.0,2.0,24.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.5,3.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,5.0,3.0,2.0,1.0,5.0,5.0,GBS-25451,3.0,1.0,5.0,3.0,3.0,0.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,1,1.0,4.0,5,4.0
645,4.0,2.0,27.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,5.0,5.0,GBS-25489,4.0,1.0,2.0,4.0,2.0,2.0,7.0,4.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1,4.0,1.0,3,4.0
723,1.0,3.0,52.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,2.0,3.0,3.5,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,3.0,4.0,4.0,GBS-25545,2.0,1.0,2.0,3.0,3.0,2.0,7.0,5.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,1,2.0,1.0,5,3.0
526,3.0,2.0,41.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.5,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,1.0,1.0,5.0,4.0,GBS-25594,3.0,1.0,2.0,3.0,3.0,2.0,6.0,4.0,2.0,5.0,2.0,3.0,5.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1,4.0,1.0,5,4.0
125,3.0,2.0,65.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,4.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,GBS-25607,3.0,1.0,1.0,4.0,3.0,2.0,6.0,4.0,1.0,3.0,2.0,3.0,5.0,4.0,4.0,1.0,0.0,3.0,3.0,4.0,1,2.0,4.0,5,4.0
176,3.0,2.0,22.0,3.0,4.0,1.0,5.0,2.0,5.0,1.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,5.0,1.0,2.0,4.0,5.0,3.0,1.0,1.0,5.0,4.0,GBS-25688,3.0,1.0,1.0,4.0,3.0,1.0,7.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1,4.0,1.0,5,4.0
925,3.0,2.0,44.0,3.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,3.5,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,GBS-25748,3.0,1.0,1.0,4.0,3.0,2.0,6.0,4.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1,4.0,1.0,5,4.0
169,1.0,3.0,37.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,3.5,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,GBS-25875,2.0,1.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,1,4.0,2.0,5,3.0
848,3.0,2.0,35.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,3.5,3.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,5.0,5.0,GBS-25928,4.0,1.0,2.0,4.0,3.0,3.0,6.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1,4.0,2.0,5,4.0
539,4.0,2.0,36.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,GBS-26154,3.0,1.0,2.0,4.0,3.0,2.0,6.0,5.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,1,4.0,2.0,3,4.0
424,3.0,2.0,61.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,8.0,3.5,3.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,GBS-26161,3.0,1.0,3.0,3.0,1.0,1.0,6.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,1,4.0,4.0,1,3.0
43,3.0,2.0,26.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.5,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,GBS-26225,3.0,1.0,2.0,4.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,1,2.0,2.0,5,4.0
88,3.0,2.0,25.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,3.5,4.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-26284,3.0,1.0,2.0,4.0,4.0,1.0,6.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1,2.0,2.0,1,3.0
881,3.0,2.0,25.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,3.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,5.0,3.0,GBS-26297,4.0,1.0,4.0,3.0,3.0,0.0,6.0,4.0,2.0,5.0,2.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1,4.0,1.0,5,4.0
348,3.0,2.0,42.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.5,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,4.0,4.0,GBS-26325,3.0,1.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,5.0,1,3.0,2.0,4,3.0
575,3.0,2.0,20.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.5,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,1.0,4.0,4.0,GBS-26333,2.0,1.0,4.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,5.0,2.0,1,2.0,2.0,5,4.0
805,3.0,2.0,67.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,8.0,3.5,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-26341,3.0,1.0,2.0,4.0,4.0,3.0,6.0,5.0,1.0,2.0,2.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,1.0,5.0,1,4.0,4.0,1,4.0
532,3.0,2.0,34.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,GBS-26456,3.0,1.0,3.0,4.0,3.0,3.0,6.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,1,4.0,2.0,5,4.0
383,3.0,2.0,62.0,3.0,5.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,GBS-26583,3.0,1.0,2.0,4.0,4.0,3.0,6.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,1,4.0,3.0,4,4.0
398,3.0,2.0,58.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,4.0,GBS-26693,3.0,1.0,2.0,4.0,0.0,0.0,7.0,5.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1,4.0,2.0,2,4.0
634,2.0,3.0,36.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.5,2.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,GBS-26752,2.0,1.0,5.0,2.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,4.0,2.0,5,3.0
995,3.0,1.0,34.0,4.0,5.0,1.0,5.0,4.0,5.0,1.0,6.0,3.0,3.5,4.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,GBS-26837,3.0,1.0,1.0,4.0,4.0,1.0,7.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1,4.0,4.0,3,4.0
745,3.0,2.0,39.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.5,3.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,GBS-26845,3.0,1.0,2.0,3.0,4.0,3.0,6.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,1,3.0,3.0,2,3.0
16,3.0,2.0,68.0,4.0,5.0,1.0,4.0,1.0,5.0,1.0,2.0,8.0,3.5,4.0,4.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,GBS-26856,3.0,1.0,3.0,4.0,2.0,2.0,6.0,5.0,2.0,5.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1,3.0,1.0,1,4.0
562,3.0,2.0,56.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.5,3.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,GBS-26904,3.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1,4.0,5.0,5,4.0
681,3.0,2.0,31.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,8.0,3.5,3.0,4.0,1.0,0.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,GBS-26935,3.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,1,4.0,2.0,3,4.0
