GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Druck,Optimismus Zukunft,Zufriedenheit Wahlergebnis,Resilienz
GBS-23269,NEGATIV,1.0,1965,1,1.0,2.0,2.0,5.0,1.0,0.0,1,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0
GBS-23355,,1.0,1980,1,1.0,2.0,2.0,1.0,1.0,0.0,1,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,2.0
GBS-23425,,1.0,1960,1,1.0,1.0,3.0,2.0,1.0,0.0,1,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,2.0
GBS-23441,POSITIV,0.0,1942,1,1.0,1.0,3.0,5.0,1.0,0.0,1,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,5.0,3.0,1.0
GBS-23467,NEGATIV,1.0,1973,1,1.0,1.0,2.0,1.0,1.0,0.0,1,1.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,4.0
GBS-23500,,0.0,1954,1,1.0,1.0,2.0,5.0,1.0,0.0,1,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0
GBS-23524,,1.0,1960,1,1.0,1.0,3.0,1.0,1.0,0.0,2,2.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0
GBS-23583,,0.0,1993,1,1.0,2.0,3.0,8.0,1.0,0.0,1,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0
GBS-23637,,1.0,1985,1,1.0,1.0,2.0,4.0,1.0,0.0,2,1.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,1.0,4.0,4.0,2.0,3.0
GBS-23639,,1.0,1993,1,1.0,2.0,3.0,8.0,3.0,0.0,1,0.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0
GBS-23776,NEGATIV,1.0,1992,1,1.0,2.0,3.0,5.0,1.0,0.0,2,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,2.0,1.0
GBS-23829,POSITIV,0.0,1994,1,1.0,2.0,3.0,1.0,2.0,5.0,3,0.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,4.0,1.0,2.0
GBS-23833,POSITIV,0.0,1992,1,1.0,1.0,3.0,4.0,1.0,0.0,1,1.0,0.0,4.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,2.0,1.0
GBS-23841,,0.0,1947,1,1.0,1.0,1.0,2.0,1.0,0.0,1,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0
GBS-23851,NEGATIV,1.0,1975,1,1.0,2.0,3.0,2.0,1.0,0.0,2,3.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0
GBS-23957,POSITIV,1.0,1989,1,1.0,1.0,2.0,1.0,1.0,0.0,1,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0
GBS-23998,,0.0,1993,1,1.0,2.0,2.0,1.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,1.0,5.0,3.0,5.0,2.0,2.0
GBS-24057,,1.0,1987,1,1.0,0.0,3.0,2.0,1.0,4.0,1,3.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0
GBS-24189,POSITIV,1.0,1957,1,1.0,2.0,2.0,1.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,3.0
GBS-24193,,1.0,1946,1,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,1.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0
GBS-24239,NEGATIV,0.0,1971,1,1.0,1.0,3.0,2.0,1.0,0.0,3,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,1.0
GBS-24289,,0.0,1979,1,1.0,1.0,3.0,2.0,1.0,3.0,2,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,2.0
GBS-24301,NEGATIV,1.0,1958,1,1.0,1.0,3.0,5.0,1.0,0.0,1,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
GBS-24302,NEGATIV,1.0,1980,1,1.0,1.0,3.0,2.0,1.0,0.0,4,2.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0
GBS-24312,NEGATIV,1.0,1993,1,1.0,2.0,3.0,8.0,2.0,0.0,2,0.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
GBS-24336,POSITIV,0.0,1960,1,1.0,2.0,3.0,2.0,1.0,0.0,1,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,2.0
GBS-24376,POSITIV,1.0,1984,1,1.0,2.0,1.0,1.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.5,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0
GBS-24546,,0.0,1944,1,1.0,2.0,2.0,4.0,1.0,0.0,2,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0
GBS-24574,NEGATIV,0.0,1978,1,1.0,1.0,2.0,1.0,1.0,0.0,2,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0
GBS-24634,,1.0,1960,1,1.0,1.0,3.0,5.0,1.0,0.0,4,1.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0
GBS-24714,,1.0,1956,1,1.0,1.0,3.0,5.0,1.0,0.0,1,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0
GBS-24722,NEGATIV,1.0,1968,1,1.0,2.0,2.0,4.0,1.0,0.0,1,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0
GBS-24798,,1.0,1979,1,1.0,2.0,3.0,2.0,1.0,5.0,1,0.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0
GBS-24907,,0.0,1946,1,1.0,1.0,2.0,4.0,1.0,0.0,2,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,1.0
GBS-24930,NEGATIV,0.0,1953,1,1.0,1.0,2.0,1.0,1.0,0.0,1,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0
GBS-24944,NEGATIV,1.0,1983,1,1.0,2.0,3.0,2.0,1.0,0.0,2,3.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0
GBS-24987,NEGATIV,1.0,1992,1,1.0,2.0,3.0,8.0,1.0,0.0,1,0.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0
GBS-25066,,1.0,1986,1,1.0,2.0,3.0,2.0,1.0,0.0,1,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0
GBS-25084,POSITIV,0.0,1944,0,1.0,1.0,3.0,5.0,1.0,0.0,1,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,5.0,2.0,5.0,4.0,3.0,2.0,4.0
GBS-25146,POSITIV,0.0,1971,1,1.0,2.0,3.0,2.0,1.0,0.0,1,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0
GBS-25185,POSITIV,0.0,1970,1,1.0,2.0,3.0,2.0,1.0,0.0,1,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0
GBS-25283,,1.0,1989,1,1.0,2.0,3.0,5.0,2.0,3.0,2,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0
GBS-25324,NEGATIV,1.0,1952,1,1.0,1.0,2.0,3.0,1.0,8.0,1,2.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
GBS-25451,POSITIV,1.0,1992,1,1.0,2.0,3.0,2.0,1.0,0.0,2,0.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0
GBS-25489,NEGATIV,1.0,1990,1,1.0,2.0,3.0,2.0,1.0,0.0,1,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,2.0
GBS-25545,NEGATIV,0.0,1965,1,1.0,1.0,1.0,1.0,1.0,0.0,3,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,4.0,2.0,5.0,2.0,5.0,2.0,5.0,4.0,1.0
GBS-25594,POSITIV,1.0,1976,1,1.0,2.0,3.0,2.0,1.0,0.0,1,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0
GBS-25607,NEGATIV,0.0,1952,1,1.0,1.0,3.0,2.0,1.0,0.0,2,2.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0
GBS-25688,,1.0,1995,1,1.0,2.0,3.0,8.0,2.0,0.0,3,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,4.0,3.0,5.0,1.0,5.0,4.0,4.0,1.0,2.0
GBS-25693,,0.0,1977,1,1.0,1.0,3.0,2.0,1.0,0.0,4,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0
GBS-25748,POSITIV,1.0,1973,1,1.0,1.0,3.0,5.0,1.0,0.0,1,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,5.0,1.0,4.0,4.0,4.0,1.0,2.0
GBS-25875,,0.0,1980,1,1.0,2.0,2.0,5.0,1.0,0.0,1,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0
GBS-25919,,0.0,1991,1,1.0,2.0,3.0,1.0,2.0,0.0,1,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0
GBS-25928,,0.0,1981,1,1.0,1.0,3.0,5.0,1.0,0.0,1,3.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,2.0
GBS-26154,NEGATIV,1.0,1981,1,1.0,0.0,3.0,5.0,1.0,0.0,3,2.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0
GBS-26161,POSITIV,0.0,1956,1,1.0,2.0,1.0,1.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0
GBS-26225,,1.0,1990,1,1.0,2.0,3.0,4.0,1.0,0.0,2,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0
GBS-26244,,1.0,1992,1,1.0,2.0,3.0,2.0,1.0,0.0,2,0.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0
GBS-26284,,1.0,1992,1,1.0,2.0,3.0,1.0,2.0,0.0,3,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0
GBS-26297,NEGATIV,1.0,1992,1,1.0,2.0,3.0,5.0,1.0,5.0,1,0.0,0.0,3.0,4.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0
GBS-26325,,0.0,1974,1,1.0,1.0,3.0,5.0,1.0,0.0,2,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0
GBS-26333,NEGATIV,1.0,1997,1,1.0,2.0,3.0,8.0,1.0,0.0,1,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0
GBS-26341,,0.0,1950,1,1.0,1.0,3.0,2.0,1.0,0.0,2,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,2.0
GBS-26456,POSITIV,1.0,1983,1,1.0,1.0,3.0,2.0,1.0,4.0,2,3.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0
GBS-26583,NEGATIV,0.0,1955,1,1.0,2.0,1.0,1.0,1.0,0.0,1,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0
GBS-26693,NEGATIV,0.0,1959,1,1.0,2.0,2.0,4.0,1.0,0.0,1,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0
GBS-26752,POSITIV,1.0,1981,1,1.0,1.0,3.0,5.0,1.0,0.0,3,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,4.0
GBS-26785,,1.0,1990,1,1.0,2.0,3.0,5.0,2.0,0.0,2,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0
GBS-26837,,1.0,1983,1,1.0,2.0,3.0,6.0,1.0,0.0,2,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,5.0,4.0,5.0,3.0,1.0
GBS-26845,POSITIV,0.0,1977,1,1.0,1.0,3.0,1.0,1.0,0.0,1,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0
GBS-26856,POSITIV,1.0,1948,1,1.0,1.0,2.0,2.0,1.0,0.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,1.0
GBS-26904,NEGATIV,0.0,1960,1,1.0,1.0,3.0,2.0,1.0,0.0,2,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0
GBS-26925,,0.0,1950,1,1.0,1.0,2.0,5.0,1.0,0.0,2,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0
GBS-26935,,1.0,1985,1,1.0,0.0,2.0,1.0,1.0,5.0,4,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0
GBS-27074,NEGATIV,0.0,1966,1,1.0,1.0,3.0,2.0,1.0,0.0,1,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,5.0,3.0,2.0
GBS-27085,NEGATIV,1.0,1956,1,1.0,0.0,2.0,1.0,1.0,0.0,2,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0
GBS-27163,,0.0,1958,1,1.0,1.0,1.0,2.0,1.0,2.0,2,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0
GBS-27180,,0.0,1959,1,1.0,2.0,2.0,1.0,1.0,0.0,1,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0
GBS-27281,POSITIV,0.0,1948,1,1.0,2.0,3.0,3.0,1.0,0.0,1,2.0,0.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0
GBS-27284,,1.0,1987,1,1.0,2.0,3.0,2.0,2.0,0.0,1,0.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0
GBS-27292,,0.0,1960,1,1.0,2.0,2.0,4.0,1.0,0.0,2,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0
GBS-27376,,0.0,1978,0,1.0,2.0,3.0,5.0,1.0,0.0,1,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0
GBS-27382,,1.0,1991,1,1.0,2.0,3.0,1.0,1.0,0.0,1,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0
GBS-27402,POSITIV,1.0,1991,1,1.0,2.0,3.0,5.0,3.0,0.0,1,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0
